"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"14213","337",3,"2",1171000,"3","8","31","10","4","3","2","1",650,"20",-37.8098,144.9448,"4","93"
"14216","337",2,"1",1053000,"3","288","33","10","4","2","1","0",147,"20",-37.8059,144.9459,"4","93"
"14217","337",1,"3",295000,"6","8","54","10","4","1","1","1",0,"20",-37.8084,144.9473,"4","93"
"14218","64",3,"1",445000,"3","133","31","49","51","3","1","2",534,"13",-37.6741,144.9698,"4","78"
"14221","316",2,"3",360000,"6","266","31","175","25","2","1","1",0,"24",-37.7847,144.9383,"8","8"
"14226","3",3,"1",640000,"3","246","1","14","34","3","1","2",219,"24",-37.71655,144.88155,"8","164"
"14227","3",3,"1",961000,"3","246","1","14","34","3","1","2",717,"24",-37.72274,144.88002,"8","164"
"14228","5",2,"1",1535000,"3","126","1","124","173","2","1","0",171,"28",-37.8481,144.9566,"7","154"
"14229","6",3,"1",570000,"3","24","1","15","14","3","1","0",423,"5",-37.77917,144.82223,"8","90"
"14230","7",4,"1",2345000,"3","171","1","179","64","4","2","2",803,"8",-37.78122,145.0336,"4","92"
"14233","10",3,"1",900000,"3","126","1","212","19","3","1","2",672,"12",-37.8265,144.84386,"8","232"
"14237","12",5,"1",5200000,"6","214","1","184","114","5","3","3",761,"29",-37.85311,145.02847,"7","221"
"14240","15",3,"1",1225000,"3","139","1","12","118","3","1","2",770,"23",-37.87257,145.09782,"7","135"
"14242","19",3,"3",622000,"3","239","1","213","27","3","1","1",204,"24",-37.76215,144.85986,"8","209"
"14243","19",3,"1",825000,"6","219","1","213","27","3","1","4",603,"24",-37.76616,144.8575,"8","209"
"14244","23",4,"1",1475000,"1","171","1","198","82","4","3","5",380,"4",-37.80156,145.06715,"7","251"
"14247","24",5,"1",2160000,"3","253","1","214","83","5","1","2",860,"4",-37.79888,145.06649,"7","301"
"14248","24",3,"2",1050000,"1","294","1","214","83","3","3","2",200,"4",-37.79362,145.0652,"7","301"
"14250","24",3,"1",1275000,"8","106","1","214","83","3","2","2",226,"4",-37.79495,145.08192,"7","301"
"14251","25",3,"2",640000,"3","106","1","100","124","3","2","1",187,"15",-37.83909,145.26075,"2","227"
"14252","26",3,"3",500000,"1","337","1","100","124","3","1","2",263,"19",-37.83303,145.27488,"2","173"
"14256","29",4,"1",1221000,"1","294","1","67","161","4","2","3",554,"3",-37.98139,145.05251,"7","238"
"14259","29",4,"1",1823000,"3","151","1","67","161","4","2","3",728,"3",-37.98713,145.04887,"7","238"
"14260","29",6,"1",2000000,"3","294","1","67","161","6","3","4",836,"3",-37.98942,145.03394,"7","238"
"14261","32",3,"1",1365000,"3","51","1","23","171","3","1","1",776,"10",-37.92487,145.04703,"7","278"
"14262","32",3,"1",1045000,"6","139","1","23","171","3","1","1",401,"10",-37.92999,145.04932,"7","278"
"14263","33",5,"1",1220000,"3","51","1","44","134","5","2","2",611,"10",-37.93228,145.07026,"7","16"
"14264","34",4,"1",627500,"6","57","1","148","203","4","2","2",687,"7",-38.02434,145.33117,"3","71"
"14269","40",3,"1",642000,"3","337","1","107","126","3","2","2",968,"15",-37.84674,145.29351,"2","340"
"14270","44",3,"1",840000,"3","24","1","60","72","3","1","2",509,"2",-37.70822,145.11495,"2","45"
"14271","45",3,"1",2650000,"3","315","1","15","154","3","2","2",645,"3",-37.90876,145.00743,"7","10"
"14272","45",1,"3",380000,"8","71","1","15","154","1","1","1",1993,"3",-37.88468,144.99722,"7","10"
"14273","45",5,"1",3250000,"6","151","1","15","154","5","3","2",835,"3",-37.92615,145.00282,"7","10"
"14274","46",4,"2",1731000,"6","51","1","13","155","4","3","2",345,"3",-37.91503,145.00888,"7","282"
"14275","47",3,"2",465000,"3","24","1","46","38","3","2","3",248,"13",-37.68358,144.92387,"4","200"
"14276","47",3,"1",518500,"3","387","1","46","38","3","1","0",576,"13",-37.69237,144.93144,"4","200"
"14278","50",2,"3",692000,"3","171","1","174","46","2","1","1",0,"26",-37.77742,144.95666,"4","30"
"14279","51",2,"1",1305000,"3","251","1","156","47","2","1","0",315,"26",-37.76386,144.97783,"4","246"
"14281","52",3,"1",1100000,"3","43","1","174","45","3","1","1",322,"26",-37.76073,144.94803,"4","284"
"14282","52",2,"1",573000,"3","171","1","174","45","2","1","1",0,"26",-37.76732,144.94098,"4","284"
"14283","54",3,"1",1060000,"3","106","1","18","84","3","1","2",631,"17",-37.77615,145.08907,"2","207"
"14285","56",3,"1",805000,"3","24","1","28","68","3","1","2",669,"2",-37.70834,145.05424,"4","4"
"14286","56",3,"1",682000,"3","294","1","28","68","3","1","1",583,"2",-37.70074,145.0648,"4","4"
"14288","59",3,"1",535000,"3","24","1","52","17","3","2","2",472,"21",-37.7331,144.76282,"8","67"
"14289","61",4,"1",1088000,"1","294","1","51","122","4","1","1",536,"30",-37.8534,145.14218,"2","192"
"14290","61",3,"1",1180000,"3","106","1","51","122","3","1","1",563,"30",-37.85771,145.15466,"2","192"
"14291","62",3,"1",630000,"1","387","1","52","17","3","2","2",397,"5",-37.75107,144.78415,"8","122"
"14292","63",2,"3",677000,"3","253","1","196","96","2","1","1",131,"4",-37.84716,145.07351,"7","331"
"14294","63",2,"3",670000,"8","171","1","196","96","2","1","1",0,"4",-37.83202,145.06095,"7","331"
"14295","63",3,"2",1320000,"1","27","1","196","96","3","2","2",227,"4",-37.84689,145.05863,"7","331"
"14296","65",2,"3",816000,"3","246","1","202","98","2","2","1",8140,"4",-37.82091,145.06011,"7","153"
"14297","66",1,"3",350000,"8","384","1","8","43","1","1","1",0,"20",-37.79859,144.97336,"4","277"
"14298","66",2,"3",620000,"3","384","1","8","43","2","2","1",0,"20",-37.7969,144.9742,"4","277"
"14299","66",3,"1",1760000,"3","246","1","8","43","3","2","2",151,"20",-37.79449,144.97406,"4","277"
"14301","69",3,"1",545000,"6","232","1","52","17","3","2","2",301,"21",-37.74397,144.73472,"8","298"
"14303","75",2,"3",1091500,"3","139","1","205","132","2","2","1",225,"10",-37.89565,145.0234,"7","228"
"14305","79",5,"1",1140000,"3","255","1","71","160","5","2","2",570,"3",-37.96763,145.07898,"7","342"
"14306","79",3,"2",950000,"3","71","1","71","160","3","3","2",160,"3",-37.96062,145.04296,"7","342"
"14308","79",2,"3",425000,"3","288","1","71","160","2","1","1",0,"3",-37.97143,145.05219,"7","342"
"14309","79",3,"1",1116000,"3","294","1","71","160","3","1","2",610,"3",-37.95629,145.06031,"7","342"
"14313","84",3,"3",1030000,"3","246","1","130","56","3","2","2",538,"33",-37.79297,144.99776,"4","142"
"14315","86",2,"1",900000,"8","171","1","188","48","2","1","1",350,"8",-37.74483,144.97269,"4","19"
"14317","86",4,"1",922000,"6","230","1","188","48","4","2","2",463,"8",-37.73704,144.97959,"4","19"
"14319","86",3,"1",1077000,"3","171","1","188","48","3","1","2",512,"8",-37.75279,144.95379,"4","19"
"14321","87",3,"1",805000,"1","171","1","188","48","3","2","2",296,"8",-37.72495,144.98348,"4","163"
"14322","91",4,"1",665000,"1","297","1","90","52","4","2","2",756,"13",-37.58885,144.90135,"4","58"
"14324","91",3,"1",515500,"3","297","1","90","52","3","1","4",651,"13",-37.60329,144.93948,"4","58"
"14326","91",3,"1",660000,"3","201","1","90","52","3","2","3",618,"13",-37.59715,144.89656,"4","58"
"14327","92",5,"1",572000,"3","255","1","146","211","5","2","1",581,"7",-38.10687,145.2811,"6","296"
"14328","98",4,"1",932000,"3","156","1","99","107","4","2","2",880,"19",-37.79587,145.2683,"2","31"
"14330","98",2,"1",570000,"6","221","1","99","107","2","1","1",312,"19",-37.80752,145.27212,"2","31"
"14331","98",4,"1",875000,"3","24","1","99","107","4","2","2",244,"19",-37.80267,145.27569,"2","31"
"14335","103",2,"3",348000,"3","225","1","105","144","2","1","0",156,"11",-37.98712,145.22262,"6","14"
"14336","104",3,"1",627000,"3","24","1","105","144","3","1","1",610,"11",-37.96322,145.20586,"6","316"
"14337","104",3,"1",760000,"6","255","1","105","144","3","1","2",751,"11",-37.96609,145.21997,"6","316"
"14338","110",2,"1",621000,"3","216","1","95","73","2","1","0",610,"27",-37.67629,145.15589,"5","198"
"14339","112",2,"3",612000,"3","51","1","96","141","2","1","1",197,"14",-37.98412,145.13433,"6","189"
"14340","114",3,"2",840000,"6","275","1","31","87","3","2","2",0,"17",-37.78653,145.12363,"2","334"
"14342","115",6,"1",1856000,"6","24","1","48","88","6","3","3",1056,"17",-37.78053,145.15567,"2","17"
"14343","116",7,"1",2705000,"3","294","1","60","89","7","2","4",5022,"17",-37.76598,145.19329,"2","219"
"14346","117",3,"1",530500,"3","46","1","110","187","3","2","2",400,"27",-37.61042,145.11932,"5","288"
"14350","123",3,"1",975000,"3","241","1","72","77","3","1","0",841,"2",-37.71926,145.15082,"2","283"
"14351","123",3,"1",805000,"3","24","1","72","77","3","2","0",848,"2",-37.70913,145.1647,"2","283"
"14360","128",4,"1",940000,"6","159","1","76","63","4","3","2",508,"31",-37.62693,145.01563,"4","15"
"14361","128",2,"3",437000,"3","139","1","76","63","2","1","2",351,"31",-37.65099,145.04663,"4","15"
"14362","128",5,"1",660000,"3","139","1","76","63","5","3","2",708,"31",-37.63888,145.02813,"4","15"
"14363","129",3,"1",1325000,"3","219","1","195","32","3","2","2",441,"24",-37.74664,144.92285,"8","336"
"14364","129",1,"3",310000,"3","81","1","195","32","1","1","1",0,"24",-37.75515,144.92114,"8","336"
"14365","129",3,"2",864000,"3","43","1","195","32","3","1","2",177,"24",-37.7401,144.89674,"8","336"
"14366","129",1,"3",291000,"3","246","1","195","32","1","1","1",0,"24",-37.75121,144.91326,"8","336"
"14367","131",3,"1",750000,"8","43","1","195","32","3","1","1",236,"24",-37.75403,144.8867,"8","259"
"14369","131",5,"1",2200000,"8","246","1","195","32","5","3","2",607,"24",-37.75148,144.88519,"8","259"
"14372","134",3,"1",1550000,"3","171","1","179","64","3","2","0",478,"8",-37.78022,145.01771,"4","143"
"14374","135",3,"1",720000,"3","24","1","38","50","3","1","2",603,"13",-37.69863,144.96685,"4","230"
"14376","140",2,"1",1350000,"8","246","1","130","56","2","1","1",184,"26",-37.78493,144.98879,"4","267"
"14377","140",3,"1",1852000,"3","171","1","130","56","3","2","1",138,"26",-37.78714,144.97966,"4","267"
"14378","140",2,"1",1100000,"3","384","1","130","56","2","1","0",139,"26",-37.7836,144.98031,"4","267"
"14381","142",1,"3",170000,"1","48","1","173","7","1","1","0",30,"18",-37.80141,144.89587,"8","293"
"14382","143",4,"1",1372000,"3","294","1","57","102","4","1","2",866,"30",-37.83816,145.17783,"2","203"
"14383","143",3,"2",850500,"3","253","1","57","102","3","2","2",353,"30",-37.83401,145.17757,"2","203"
"14385","144",3,"1",640000,"3","139","1","153","167","3","2","1",368,"9",-38.1523,145.11874,"6","70"
"14387","145",3,"1",611000,"3","294","1","151","168","3","2","1",691,"9",-38.11948,145.14928,"3","114"
"14389","146",3,"1",755000,"3","139","1","153","167","3","1","2",786,"9",-38.16492,145.12656,"6","292"
"14390","148",4,"1",521000,"6","292","1","168","183","4","2","2",978,"16",-37.49642,144.60119,"5","161"
"14391","150",3,"1",625000,"3","387","1","36","35","3","1","2",544,"13",-37.68541,144.88471,"8","156"
"14393","152",4,"1",1910000,"3","139","1","193","117","4","2","3",737,"4",-37.86231,145.07213,"7","6"
"14395","152",2,"3",500000,"1","347","1","193","117","2","1","1",0,"4",-37.85399,145.04699,"7","6"
"14396","152",2,"3",523000,"3","347","1","193","117","2","1","1",0,"4",-37.85546,145.04998,"7","6"
"14405","154",3,"2",525000,"3","171","1","22","37","3","1","1",194,"26",-37.70168,144.94862,"4","329"
"14406","154",3,"1",847000,"6","24","1","22","37","3","1","2",650,"26",-37.71399,144.92264,"4","329"
"14407","156",6,"1",990000,"3","90","1","60","72","6","3","2",562,"2",-37.69749,145.1058,"4","324"
"14410","156",2,"3",695000,"3","90","1","60","72","2","2","1",208,"2",-37.70267,145.09526,"4","324"
"14413","159",2,"3",500000,"3","133","1","22","37","2","1","2",304,"26",-37.70733,144.94041,"4","119"
"14414","160",3,"1",662500,"3","255","1","139","201","3","2","2",649,"7",-38.00022,145.2709,"6","180"
"14415","161",3,"3",1210000,"6","71","1","44","156","3","2","2",9838,"3",-37.93464,144.99601,"7","242"
"14418","162",3,"1",1140000,"3","221","1","44","156","3","1","2",1469,"3",-37.93433,145.02984,"7","105"
"14421","164",1,"3",395000,"3","274","1","175","94","1","1","1",910,"4",-37.81333,145.01932,"7","23"
"14422","164",3,"3",1000000,"3","171","1","175","94","3","1","1",1079,"4",-37.82987,145.03421,"7","23"
"14423","164",2,"3",450000,"3","200","1","175","94","2","1","1",2338,"4",-37.83032,145.03899,"7","23"
"14424","164",4,"1",2900000,"3","171","1","175","94","4","1","3",636,"4",-37.81931,145.04107,"7","23"
"14426","164",2,"3",450000,"1","171","1","175","94","2","1","1",1540,"4",-37.82824,145.03137,"7","23"
"14427","166",3,"1",650000,"6","221","1","167","193","3","2","4",724,"34",-37.64685,145.52635,"5","158"
"14433","170",3,"1",790000,"3","234","1","206","66","3","2","1",458,"2",-37.73569,145.05913,"2","139"
"14434","170",2,"1",780000,"8","24","1","206","66","2","1","1",588,"2",-37.73764,145.05323,"2","139"
"14435","171",3,"1",726500,"3","379","1","206","66","3","1","0",593,"2",-37.7482,145.04073,"2","122"
"14436","171",3,"1",710000,"3","379","1","206","66","3","1","1",577,"2",-37.74307,145.0399,"2","122"
"14439","172",2,"3",645000,"3","151","1","59","158","2","1","1",105,"3",-37.94887,145.02647,"7","220"
"14440","173",5,"1",650500,"6","387","1","72","29","5","2","2",615,"5",-37.68455,144.73272,"8","248"
"14445","177",3,"1",750000,"3","294","1","30","135","3","2","2",321,"23",-37.90415,145.10504,"7","295"
"14448","181",4,"1",650000,"1","387","1","46","38","4","1","1",692,"13",-37.6876,144.91167,"4","322"
"14449","181",2,"2",390000,"3","387","1","46","38","2","1","1",165,"13",-37.68582,144.91638,"4","322"
"14451","185",3,"1",810000,"3","29","1","58","30","3","2","2",766,"5",-37.71424,144.7958,"8","178"
"14452","185",3,"1",735000,"6","43","1","58","30","3","2","2",749,"5",-37.72321,144.80882,"8","178"
"14455","186",2,"2",520000,"8","378","1","25","26","2","2","2",62,"5",-37.73893,144.87661,"8","249"
"14456","187",4,"1",640000,"1","24","1","58","30","4","2","1",729,"5",-37.70115,144.80144,"8","252"
"14457","189",3,"2",967000,"3","99","1","128","24","3","2","2",0,"20",-37.79482,144.92192,"4","234"
"14458","189",2,"1",850000,"8","246","1","128","24","2","1","0",133,"20",-37.78906,144.93173,"4","234"
"14459","189",1,"2",500000,"8","246","1","128","24","1","1","0",142,"20",-37.79059,144.93145,"4","234"
"14460","189",2,"3",535000,"6","99","1","128","24","2","1","1",0,"20",-37.79122,144.93175,"4","234"
"14461","190",2,"1",758000,"3","171","1","176","80","2","1","2",901,"4",-37.79719,145.03177,"7","5"
"14464","191",2,"3",862000,"3","171","1","193","81","2","1","1",1011,"4",-37.7972,145.05225,"7","121"
"14465","192",4,"1",965000,"3","294","1","108","142","4","2","2",576,"11",-38.00293,145.16465,"6","320"
"14466","192",4,"1",761000,"3","24","1","108","142","4","1","2",680,"11",-37.9865,145.16767,"6","320"
"14467","194",3,"1",520000,"1","29","1","46","15","3","1","2",570,"5",-37.73341,144.77161,"8","132"
"14468","194",3,"1",530000,"6","387","1","46","15","3","1","1",532,"5",-37.731,144.77387,"8","132"
"14470","196",3,"1",1020000,"3","364","1","185","8","3","1","0",281,"18",-37.80781,144.88083,"8","76"
"14471","196",1,"3",210000,"1","168","1","185","8","1","1","1",0,"18",-37.80893,144.87878,"8","76"
"14472","200",4,"1",750000,"3","294","1","62","62","4","2","4",544,"31",-37.66747,144.98802,"4","313"
"14473","200",3,"1",635000,"3","133","1","62","62","3","1","4",536,"31",-37.67125,145.03171,"4","313"
"14474","200",2,"3",410000,"3","133","1","62","62","2","1","1",143,"31",-37.67222,145.0231,"4","313"
"14475","200",5,"1",675000,"6","133","1","62","62","5","2","2",750,"31",-37.67227,145.03595,"4","313"
"14476","204",5,"1",880000,"3","24","1","50","75","5","2","2",725,"2",-37.72399,145.12069,"2","65"
"14479","208",1,"3",280000,"8","221","1","185","8","1","1","1",3826,"18",-37.77757,144.87232,"8","184"
"14480","208",2,"2",520000,"3","168","1","185","8","2","1","1",126,"18",-37.78775,144.87446,"8","184"
"14481","208",3,"2",895000,"3","305","1","185","8","3","2","2",262,"18",-37.78284,144.88098,"8","184"
"14484","210",3,"1",2110000,"3","171","1","202","116","3","1","2",627,"29",-37.86996,145.05621,"7","328"
"14486","211",3,"1",1050000,"1","43","1","159","25","3","2","1",563,"18",-37.769,144.89934,"8","224"
"14489","215",4,"1",320000,"6","292","1","138","176","4","2","1",547,"21",-37.69026,144.57866,"9","174"
"14490","215",3,"1",480000,"6","278","1","138","176","3","1","2",900,"21",-37.68738,144.57415,"9","174"
"14494","220",4,"1",670000,"3","133","1","110","187","4","2","2",512,"31",-37.58676,145.08889,"4","255"
"14496","220",4,"1",520500,"3","317","1","110","187","4","2","2",482,"31",-37.60238,145.08695,"4","255"
"14498","223",2,"3",460000,"3","204","1","71","67","2","1","1",241,"31",-37.67231,145.05878,"4","9"
"14499","223",3,"1",610000,"3","294","1","71","67","3","1","1",560,"31",-37.66903,145.05091,"4","9"
"14500","224",3,"1",950000,"3","253","1","66","103","3","1","2",608,"30",-37.82583,145.20608,"2","280"
"14502","224",3,"2",970000,"8","253","1","66","103","3","2","1",263,"30",-37.8179,145.20658,"2","280"
"14503","226",5,"1",2200000,"6","214","1","12","99","5","2","4",819,"4",-37.81269,145.10236,"2","86"
"14504","226",4,"1",2320000,"3","171","1","12","99","4","2","5",728,"4",-37.81402,145.10336,"2","86"
"14506","227",3,"1",655000,"3","294","1","61","76","3","2","3",382,"2",-37.72857,145.12728,"2","186"
"14507","227",3,"1",960000,"1","106","1","61","76","3","1","1",1285,"2",-37.716,145.13452,"2","186"
"14509","229",4,"1",1810000,"3","171","1","183","31","4","2","2",431,"24",-37.77019,144.92691,"8","266"
"14510","229",2,"1",1020000,"3","171","1","183","31","2","1","1",269,"24",-37.75782,144.92088,"8","266"
"14511","229",2,"1",1250000,"3","246","1","183","31","2","1","1",450,"24",-37.76121,144.92525,"8","266"
"14512","230",3,"1",1175000,"1","51","1","48","157","3","2","6",650,"14",-37.9379,145.05456,"7","117"
"14513","232",4,"1",800000,"1","294","1","94","163","4","3","3",638,"14",-38.00406,145.09502,"6","177"
"14514","232",4,"1",1225000,"3","255","1","94","163","4","2","2",893,"14",-37.99991,145.09417,"6","177"
"14517","234",3,"1",1205000,"3","221","1","47","120","3","2","2",402,"23",-37.87389,145.12783,"2","41"
"14518","234",4,"1",1720000,"3","294","1","47","120","4","2","3",741,"23",-37.86989,145.1434,"2","41"
"14519","234",5,"1",1600000,"3","171","1","47","120","5","3","3",728,"23",-37.8778,145.11236,"2","41"
"14520","234",3,"1",944000,"3","171","1","47","120","3","1","1",446,"23",-37.86071,145.1278,"2","41"
"14521","234",3,"1",1385000,"3","294","1","47","120","3","1","2",807,"23",-37.86618,145.14757,"2","41"
"14523","234",3,"1",2000000,"8","106","1","47","120","3","1","2",1028,"23",-37.89757,145.11825,"2","41"
"14525","237",3,"1",650000,"6","255","1","144","202","3","1","4",1042,"7",-38.03147,145.31126,"6","337"
